ID,id_rechov,me_k_rechov,me_shem_rechov,ad_k_rechov,ad_shem_rechov,tr_from,tr_to,k_sug,t_sug,k_sgira,shaot,sw_laila
1108,853,481,דוד המלך,788,שאול המלך,26/12/2014 0:00,26/12/2014 0:00,5,ארוע,2,"11:00-17:00 מסיבת רחוב ברחבת בית אריאלה שד' שאול המלך בת""א.",0
1109,1029,3001,ירושלים,200,הרברט סמואל,12/06/2015 0:00,12/06/2015 0:00,5,ארוע,2,11:00-19:00 מצעד הגאווה 12.6.15,0
1110,924,0,0,0,0,06/03/2015 0:00,06/03/2015 0:00,5,ארוע,2,08:00-18:00 מסיבת פורים- כיכר המדינה.,0
1111,2402,788,שאול המלך,193,ארלוזורוב,04/08/2018 0:00,04/08/2018 0:00,5,ארוע,2,18:30-23:00 הפגנה של העדה הדרוזית,1
1112,1957,472,ויצמן,496,אבן גבירול,31/10/2017 0:00,31/10/2017 0:00,5,ארוע,2,19:00-00:30 אירוע מרוץ לילה 2017 ב- 31.10 יום ג' משעה 19:00 עד 00:30,1
1113,2330,76,חיות פרץ,406,המלך ג'ורג',08/06/2018 0:00,08/06/2018 0:00,5,ארוע,2,08:30-14:00 מצעד הגאווה,0
1114,894,314,"של""ג",3489,קויפמן יחזקאל,27/02/2015 0:00,27/02/2015 0:00,5,ארוע,2,04:00-13:00 ,1
1115,4305,472,ויצמן,496,אבן גבירול,25/02/2022 0:00,25/02/2022 0:00,23,ארוע מרתון,2,"03:30-14:00 מרתון ת""א",1
1116,346,0,0,0,0,17/01/2013 0:00,18/01/2013 0:00,6,יציקות בטון,1,18:00-14:00 מיום חמישי  ב 18:00 עד יום שישי 14:00,0
1117,799,191,שלמה המלך,496,אבן גבירול,08/11/2014 0:00,08/11/2014 0:00,5,ארוע,2,17:00-23:30 ,1
1118,4052,0,0,0,0,05/10/2020 0:00,15/10/2020 0:00,20,שינויים גיאומטריים,2,09:00-17:00 תבוצע חסימה מלאה בקטע הלמד הא עד הגולן,0
1119,1340,200,הרברט סמואל,205,"כ""ג יורדי הסירה",26/02/2016 0:00,26/02/2016 0:00,23,ארוע מרתון,2,"04:00-14:00 אירוע מרתון ת""א 26.2.216",1
1120,1404,2005,מנחם לילי,0,0,10/04/2016 0:00,21/04/2016 0:00,20,שינויים גיאומטריים,1,21:00-05:00 ,1
1121,1744,2065,"וייז ג'ורג' ד""ר",964,קלצ'קין,22/03/2017 0:00,22/03/2017 0:00,5,ארוע,2,19:00-21:00 מרוץ האוניברסיטה,1
1122,2641,406,המלך ג'ורג',496,אבן גבירול,12/05/2019 0:00,12/05/2019 0:00,5,ארוע,2,15:00-23:00 אירוע השטיח הכתום בהיכל התרבות,1
1123,1223,496,אבן גבירול,472,ויצמן,31/10/2015 0:00,31/10/2015 0:00,5,ארוע,2,17:30-00:00 עצרת רבין,1
1124,2933,3088,אבן סינא,3093,הראובני דוד,05/04/2020 0:00,07/05/2020 0:00,10,שיפור תשתיות,0,09:00-05:00 ,1
1125,4378,2106,אשכול לוי,496,אבן גבירול,14/10/2022 0:00,14/10/2022 0:00,5,ארוע,2,,0
1126,2747,3570,אילת,3708,הלר חיים,18/10/2019 0:00,18/10/2019 0:00,5,ארוע,2,"04:00-13:00 סובב ת""א סובב אופניים",1
1127,1193,193,ארלוזורוב,496,אבן גבירול,20/10/2015 0:00,21/10/2015 0:00,5,ארוע,2,19:00-00:01 ארוע מרוץ לילה 2015,1
1128,2345,3000,בן צבי,3570,אילת,08/06/2018 0:00,08/06/2018 0:00,5,ארוע,2,10:30-17:00 מצעד הגאווה,0
1129,405,496,אבן גבירול,213,היל,02/04/2013 0:00,01/06/2013 0:00,15,שיקום מדרכה,1,09:00-17:00 ,0
1130,2634,337,"ח""ן",204,בן גוריון,07/05/2019 0:00,09/05/2019 0:00,5,ארוע,2,"18:30-02:00 ערב יום הזכרון ""שרים בכיכר"" וערב העצמאות בכיכר רבין",1
1131,1873,3316,עציון גבר,0,0,11/06/2017 0:00,16/11/2017 0:00,1,שיפור תשתיות מדרכות וכביש,1,19:00-05:00 ,1
1132,1880,33,וולפסון,34,מטלון,14/06/2017 0:00,27/07/2017 0:00,1,שיפור תשתיות מדרכות וכביש,2,,0
1133,796,193,ארלוזורוב,496,אבן גבירול,08/11/2014 0:00,08/11/2014 0:00,5,ארוע,2,17:00-23:30 ארוע עצרת בכיכר רבין; 17:00-23:30 ארוע עצרת בכיכר רבין,1
1134,2555,0,0,0,0,06/01/2019 0:00,12/11/2019 0:00,1,שיפור תשתיות מדרכות וכביש,2,,0
1135,2136,193,ארלוזורוב,194,ז'בוטינסקי,02/03/2018 0:00,02/03/2018 0:00,5,ארוע,2,09:30-18:00 מסיבת רחוב במסגרת אירועי פורים בכיכר המדינה 2.3.18 יום שישי מ 09:30 עד 18:00;  מסיבת פורים בכיכר המדינה 2.3.18 יום שישי הכבישים יחסמו לתנועה החל מ 09:30 בבוקר עד 18:00 בערב.,0
1136,4481,187,דיזנגוף,350,בן ציון,24/02/2023 0:00,24/02/2023 0:00,23,ארוע מרתון,2,,0
1137,1952,69,החשמונאים,367,הבימה,31/10/2017 0:00,31/10/2017 0:00,5,ארוע,2,19:00-00:30 אירוע מרוץ לילה 2017 ב- 31.10 יום ג' משעה 19:00 עד 00:30.,1
1138,2325,367,הבימה,406,המלך ג'ורג',08/06/2018 0:00,08/06/2018 0:00,5,ארוע,2,08:30-14:00 מצעד הגאווה,0
1139,1716,438,סעדיה גאון,54,בגין מנחם,05/03/2017 0:00,07/07/2017 0:00,21,"נת""ע – הרכבת הקלה",1,,0
1140,691,472,ויצמן,496,אבן גבירול,29/06/2014 0:00,29/06/2014 0:00,5,ארוע,3,17:30-23:00 עצרת בכיכר רבין,1
1141,2893,445,קפלן אליעזר,1230,מגן קלמן אלוף,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-11:30 ,1
1142,2857,496,אבן גבירול,204,בן גוריון,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-13:00 ,1
1143,1807,0,0,0,0,26/04/2017 0:00,01/06/2017 0:00,1,שיפור תשתיות מדרכות וכביש,1, פרוייקט כיכר דיזנגוף,1
1144,951,191,שלמה המלך,496,אבן גבירול,15/03/2015 0:00,15/03/2015 0:00,5,ארוע,2,18:00-23:59 אירוע עצרת בכיכר רבין 15.3.15,1
1145,218,2130,שיטרית בכור,819,הדר יוסף,08/07/2012 0:00,07/12/2012 0:00,1,שיפור תשתיות מדרכות וכביש,1,07:00-23:00 עבודה במדרכה המזרחית,1
1146,600,197,נורדאו,215,יואל,06/01/2014 0:00,06/04/2014 0:00,1,שיפור תשתיות מדרכות וכביש,2,08:00-17:00 ,0
1147,640,3567,בן עטר,3557,אבולעפיה,28/04/2014 0:00,28/07/2014 0:00,1,שיפור תשתיות מדרכות וכביש,2,20:00-05:00 ,1
1148,1244,2065,"וייז ג'ורג' ד""ר",964,קלצ'קין,12/11/2015 0:00,12/11/2015 0:00,5,ארוע,2,19:00-21:00 מירוץ האוניברסיטה,1
1149,1143,25,בן יהודה,246,נחום הנביא,06/09/2015 0:00,10/09/2015 0:00,4,קרצוף וסלילה,2,07:00-19:00 ,0
1150,1930,2130,שיטרית בכור,496,אבן גבירול,11/10/2017 0:00,11/10/2017 0:00,5,ארוע,2,"04:00-13:00 אירוע סובב ת""א מסע אופניים 11.10.2017 יום רביעי חוה""מ משעה 04:00 לפנה""ת עד 13:00 בצהריים.",1
1151,2465,4,אלנבי,19,מרכז בעלי מלאכה,17/10/2018 0:00,24/10/2018 0:00,2,הפרעה לתנועה,2,22:00-05:00 ,1
1152,1186,0,0,0,0,20/10/2015 0:00,21/10/2015 0:00,5,ארוע,2,19:00-00:01 ארוע מרוץ לילה 2015,1
1153,1643,496,אבן גבירול,800,נמיר מרדכי,16/11/2016 0:00,16/11/2016 0:00,5,ארוע,2,,0
1154,194,7,לילינבלום,8,רוטשילד,06/06/2012 0:00,07/06/2012 0:00,6,יציקות בטון,2,,0
1155,1043,0,0,0,0,25/06/2015 0:00,26/06/2015 0:00,5,ארוע,2,22:00-06:00 ארוע לילה לבן - סגור לשני הכיוונים,1
1156,2615,33,וולפסון,1,יפו,28/04/2019 0:00,15/05/2019 0:00,4,קרצוף וסלילה,2,21:00-05:00 א - ד,1
1157,2585,0,0,0,0,22/02/2019 0:00,22/02/2019 0:00,5,ארוע,2,05:00-14:00 מרתון סמסונג תל אביב 2019,1
1158,4154,3843,"לח""י",0,0,30/05/2021 0:00,31/08/2021 0:00,2,הפרעה לתנועה,2,09:00-17:00 הרחוב יהיה סגור לסירוגין.,0
1159,4072,191,שלמה המלך,310,מלכי ישראל,07/11/2020 0:00,07/11/2020 0:00,5,ארוע,2,16:30-22:00 אירוע עצרת רבין,1
1160,2403,337,"ח""ן",496,אבן גבירול,04/08/2018 0:00,04/08/2018 0:00,5,ארוע,2,18:30-23:00 הפגנה של העדה הדרוזית,1
1161,2671,4,אלנבי,187,דיזנגוף,14/06/2019 0:00,14/06/2019 0:00,5,ארוע,2,08:00-19:00 מצעד הגאווה,0
1162,1227,337,"ח""ן",204,בן גוריון,31/10/2015 0:00,31/10/2015 0:00,5,ארוע,2,17:30-00:00 עצרת רבין,1
1163,2243,3000,בן צבי,3570,אילת,05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,14:30-19:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת הכבישים ייחסמו לתנועה החל משעה 14:30עד 19:00.,0
1164,2454,187,דיזנגוף,313,פרוג,07/10/2018 0:00,29/10/2018 0:00,22,הנפת ציוד,2,07:30-14:00 שיפוץ בית ליסין,0
1165,3017,122,רבן גמליאל,123,רבי מאיר,09/08/2020 0:00,16/08/2020 0:00,10,שיפור תשתיות,2,09:00-17:00 ,0
1166,2374,203,התערוכה,197,נורדאו,28/06/2018 0:00,29/06/2018 0:00,5,ארוע,2,21:00-05:00 ארוע לילה לבן-חסימה לפי הצורך,1
1167,4311,2106,אשכול לוי,2284,עמיחי יהודה,25/02/2022 0:00,25/02/2022 0:00,23,ארוע מרתון,2,"03:30-14:00 מרתון ת""א",1
1168,2245,3570,אילת,3809,לוי יוסף גונדר,05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,14:30-19:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת הכבישים ייחסמו לתנועה החל משעה 14:30עד 19:00.,0
1169,139,914,הגולן,914,הגולן,27/02/2012 0:00,29/02/2012 0:00,4,קרצוף וסלילה,1,21:00-05:00 חסימת הצומת,1
1170,2065,400,הר ציון,399,מנשה בן ישראל,04/02/2018 0:00,05/02/2018 0:00,13,הורדת רשת חשמל,2,09:00-17:00 ,0
1171,4252,323,ריינס,496,אבן גבירול,10/11/2021 0:00,11/11/2021 0:00,5,ארוע,2,19:30-01:00 מרוץ לילה,1
1172,1418,512,קארו יוסף,513,יהודית,19/04/2016 0:00,21/04/2016 0:00,4,קרצוף וסלילה,2,09:00-17:00 ,0
1173,2870,3488,גולדמן נחום,27,הירקון,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-11:30 ,1
1174,1181,788,שאול המלך,2051,רוקח ישראל,20/10/2015 0:00,21/10/2015 0:00,5,ארוע,2,19:00-00:01 ארוע מרוץ לילה 2015,1
1175,2658,496,אבן גבירול,6106,כ.מרוקח מז.לדרום6106,08/06/2019 0:00,08/06/2019 0:00,5,ארוע,2,04:00-13:00 טריאתלון,1
1176,1541,100,רופין,314,"של""ג",25/07/2016 0:00,25/07/2016 0:00,13,הורדת רשת חשמל,2,09:30-12:30 ,0
1177,2360,200,הרברט סמואל,3001,ירושלים,28/06/2018 0:00,29/06/2018 0:00,5,ארוע,2,21:00-05:00 ארוע לילה לבן-חסימה לפי הצורך,1
1178,1868,6210,י.מצפון לרוקח 6210,800,נמיר מרדכי,11/06/2017 0:00,11/07/2017 0:00,15,שיקום מדרכה,1,21:00-05:00 ,1
1179,548,3340,בית אשל,3327,המלך חירם,08/10/2013 0:00,07/04/2014 0:00,1,שיפור תשתיות מדרכות וכביש,2, פרוייקט השוק היווני,1
1180,4394,6214,י.מצפון ל5 מערב 6214,0,0,14/10/2022 0:00,14/10/2022 0:00,5,ארוע,2,"04:30-14:00 אירוע סובב ת""א ", חסימה מלאה של הרמפה
1181,845,800,נמיר מרדכי,941,לבנון חיים,14/12/2014 0:00,14/04/2015 0:00,17,שיפור מערכת תאורה,1,21:00-05:00 סגור נתיב הצמוד לאי התנועה,1
1182,1215,3004,יפת,3791,המגדלור,25/10/2015 0:00,31/03/2016 0:00,1,שיפור תשתיות מדרכות וכביש,2,,0
1183,972,445,קפלן אליעזר,193,ארלוזורוב,22/04/2015 0:00,23/04/2015 0:00,5,ארוע,2,20:00-02:00 אירוע עצמאות בכיכר רבין 22.4.15,1
1184,1185,424,מסריק,4,אלנבי,20/10/2015 0:00,21/10/2015 0:00,5,ארוע,2,19:00-00:01 ארוע מרוץ לילה 2015,1
1185,2213,69,החשמונאים,800,נמיר מרדכי,19/04/2018 0:00,19/04/2018 0:00,5,ארוע,2,19:00-23:00 19.4.2018יום חמישי אירוע מצעד האור הכבישים ייחסמו לתנועה החל מ 19:00 עד 23:00.,1
1186,4460,2040,2040,1258,פרופס,24/02/2023 0:00,24/02/2023 0:00,23,ארוע מרתון,2,,0
1187,1079,2237,מוזס יהודה ונח,374,הרכבת,04/07/2015 0:00,04/07/2015 0:00,5,ארוע,2,20:30-23:59 מחאת פעילים חברתיים נגד מונופול הגז 4.7.15,1
1188,2509,1257,קרן קיימת לישראל,2130,שיטרית בכור,13/11/2018 0:00,13/11/2018 0:00,5,ארוע,2,18:00-00:00 מרוץ לילה,1
1189,4372,197,נורדאו,187,דיזנגוף,22/09/2022 0:00,22/09/2022 0:00,3,אחר,2,18:30-21:00 חסימה לכיוון צפון בעקבות מרוץ סינגלס,1
1190,4268,985,ברודצקי,2037,קרן היסוד,12/12/2021 0:00,28/02/2022 0:00,10,שיפור תשתיות,2,09:00-17:00 פרויקט מצוות,0
1191,2193,204,בן גוריון,337,"ח""ן",18/04/2018 0:00,19/04/2018 0:00,5,ארוע,2,18:30-02:00 אירוע עצמאות בכיכר רבין 18.4.2018 הרחובות ייסגרו לתנועה החל מ 18:30 עד 02:00,1
1192,2277,544,בלוך דוד,496,אבן גבירול,01/05/2018 0:00,01/05/2018 0:00,5,ארוע,2,16:00-20:00 תהלוכת 1 במאי - דרור לישראל,1
1193,4288,27,הירקון,2051,רוקח ישראל,25/02/2022 0:00,25/02/2022 0:00,23,ארוע מרתון,2,"03:30-14:00 מרתון ת""א",1
1194,676,3657,ורשבסקי,3651,צונזר,25/06/2014 0:00,16/07/2014 0:00,1,שיפור תשתיות מדרכות וכביש,1,,0
1195,2988,48,ברזילי,45,לבונטין,07/06/2020 0:00,05/07/2020 0:00,10,שיפור תשתיות,1,,0
1196,4301,193,ארלוזורוב,496,אבן גבירול,25/02/2022 0:00,25/02/2022 0:00,23,ארוע מרתון,2,"03:30-14:00 מרתון ת""א",1
1197,1583,496,אבן גבירול,2106,אשכול לוי,21/10/2016 0:00,21/10/2016 0:00,5,ארוע,2,"04:00-13:00 אירוע סובב ת""א", מסע אופניים ב 21.10.16 יום שישי מ 04:00 עד 13:00
1198,749,2,הרצל,3001,ירושלים,15/10/2014 0:00,15/10/2014 0:00,5,ארוע,1,"04:00-13:00 ארוע סובב ת""א - מסע אופניים",1
1199,282,99,גורדון יהודה ליב,96,פרישמן,04/11/2012 0:00,05/11/2012 0:00,2,הפרעה לתנועה,0,09:00-16:00 הצבת מנוף  לצורך פנוי פסולת,0
1200,1598,9550,וולפסון,3000,בן צבי,21/10/2016 0:00,21/10/2016 0:00,5,ארוע,2,"04:00-13:00 אירוע סובב ת""א", מסע אופניים ב 21.10.16 יום שישי מ 04:00 עד 13:00
1201,2889,496,אבן גבירול,785,אלעזר דוד,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-11:30 ,1
1202,1508,496,אבן גבירול,203,התערוכה,30/06/2016 0:00,01/07/2016 0:00,5,ארוע,2,20:00-05:00 ירועי לילה לבן 30.6.16 רח' יסגרו לתנועה משעה 20:00 עד 05:00 למחרת.,1
1203,193,7,לילינבלום,8,רוטשילד,04/06/2012 0:00,05/06/2012 0:00,6,יציקות בטון,2,22:00-05:00 ,1
1204,3033,0,0,0,0,30/08/2020 0:00,30/09/2021 0:00,1,שיפור תשתיות מדרכות וכביש,2,19:00-19:00 סגירה מלאה של רחוב מחפוז נגיב בקטע שבין שם הגדולים בקטע ליפת,1
1205,4469,3488,גולדמן נחום,0,0,24/02/2023 0:00,24/02/2023 0:00,23,ארוע מרתון,2,"04:00-14:00 מרתון ת""א", חסימה מלאה עד למרכז פרס לשלום
1206,2633,191,שלמה המלך,310,מלכי ישראל,07/05/2019 0:00,09/05/2019 0:00,5,ארוע,2,"18:30-02:00 ערב יום הזכרון ""שרים בכיכר"" וערב העצמאות בכיכר רבין",1
1207,4235,0,0,502,יהודה המכבי,10/11/2021 0:00,11/11/2021 0:00,5,ארוע,2,19:30-01:00 מרוץ לילה,1
1208,1954,496,אבן גבירול,8,רוטשילד,31/10/2017 0:00,31/10/2017 0:00,5,ארוע,2,19:00-00:30 אירוע מרוץ לילה 2017 ב- 31.10 יום ג' משעה 19:00 עד 00:30.,1
1209,1308,71,מרמורק,4,אלנבי,26/02/2016 0:00,26/02/2016 0:00,23,ארוע מרתון,2,"04:00-14:00 אירוע מרתון ת""א 26.2.16",1
1210,2186,193,ארלוזורוב,445,קפלן אליעזר,18/04/2018 0:00,19/04/2018 0:00,5,ארוע,2,18:30-02:00 אירוע עצמאות בכיכר רבין 18.4.2018 הרחובות ייסגרו לתנועה החל מ 18:30 עד 02:00,1
1211,233,475,המסגר,475,המסגר,05/08/2012 0:00,09/08/2012 0:00,5,ארוע,1,19:00-05:00 מיום ראשון בשעה 1900 עבודה ברציפות עד יום רביעי בשעה 17:00,1
1212,1257,1161,רמז דוד,0,0,29/11/2015 0:00,01/12/2015 0:00,10,שיפור תשתיות,1,21:00-05:00 עבודות בצומת,1
1213,280,3589,כרם חמד,3501,גולומב,04/11/2012 0:00,04/02/2013 0:00,1,שיפור תשתיות מדרכות וכביש,1,09:00-17:00 ,0
1214,2252,472,ויצמן,496,אבן גבירול,05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,14:30-19:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת,0
1215,2589,0,0,0,0,22/02/2019 0:00,22/02/2019 0:00,5,ארוע,2,05:00-14:00 מרתון סמסונג תל אביב 2019,1
1216,1483,6107,כ.רוקח מע.לדרום 6107,6116,י.מדרום לגלויות 6116,18/06/2016 0:00,18/06/2016 0:00,5,ארוע,2,04:00-13:00 אירוע טריאתלון 18.6 יום שבת בין השעות 04:00,1
1217,1519,4012,ברכיה,460,ההגנה,01/05/2016 0:00,31/07/2016 0:00,1,שיפור תשתיות מדרכות וכביש,2,,0
1218,1970,472,ויצמן,496,אבן גבירול,31/10/2017 0:00,31/10/2017 0:00,5,ארוע,2,19:00-00:30 אירוע מרוץ לילה 2017 ב- 31.10 יום ג' משעה 19:00 עד 00:30,1
1219,1156,202,אוסישקין,27,הירקון,02/10/2015 0:00,02/10/2015 0:00,5,ארוע,2,06:30-13:00 אירוע מסע אופניים,0
1220,4429,6105,י.מדרום לאוני' 6105,2417,פרת עמנואל (מנס),15/11/2022 0:00,15/11/2022 0:00,5,ארוע,1,18:30-21:00 חסימה לכיוון אחד, מרוץ האוניברסיטה
1221,407,653,בן אביגדור,533,שדה יצחק,28/04/2013 0:00,28/06/2013 0:00,1,שיפור תשתיות מדרכות וכביש,2,20:00-05:00 סגור רק בלילה,1
1222,2748,2,הרצל,3001,ירושלים,18/10/2019 0:00,18/10/2019 0:00,5,ארוע,2,"04:00-13:00 סובב ת""א סובב אופניים",1
1223,2499,191,שלמה המלך,313,פרוג,13/11/2018 0:00,13/11/2018 0:00,5,ארוע,2,18:00-00:00 מרוץ לילה,1
1224,4345,496,אבן גבירול,2130,שיטרית בכור,10/06/2022 0:00,10/06/2022 0:00,5,ארוע,2,05:30-19:00 מצעד הגאווה - סגירה הרמטית של רוקח בשני הכיונים,1
1225,4400,0,0,0,0,14/10/2022 0:00,14/10/2022 0:00,5,ארוע,2,"04:30-14:00 ארוע סובב ת""א", חסימה מלאה בשני הכיוונים
1226,2635,204,בן גוריון,496,אבן גבירול,07/05/2019 0:00,09/05/2019 0:00,5,ארוע,2,"18:30-02:00 ערב יום הזכרון ""שרים בכיכר"" וערב העצמאות בכיכר רבין",1
1227,2742,0,0,0,0,18/10/2019 0:00,18/10/2019 0:00,5,ארוע,2,"04:00-13:00 סובב ת""א סובב אופניים",1
1228,2262,3002,רזיאל דוד,3489,קויפמן יחזקאל,05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,14:30-19:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת,0
1229,1861,3000,בן צבי,3570,אילת,09/06/2017 0:00,09/06/2017 0:00,5,ארוע,2,09:30-16:00 מצעד הגאווה,0
1230,2087,27,הירקון,187,דיזנגוף,23/02/2018 0:00,23/02/2018 0:00,23,ארוע מרתון,2,,0
1231,1077,496,אבן גבירול,69,החשמונאים,04/07/2015 0:00,04/07/2015 0:00,5,ארוע,2,20:30-23:59 מחאת פעילים חברתיים נגד מונופול הגז 4.7.15,1
1232,758,3,נחלת בנימין,367,הבימה,28/10/2014 0:00,28/10/2014 0:00,5,ארוע,2,17:30-23:30 מרוץ לילה,1
1233,2913,475,המסגר,54,בגין מנחם,17/03/2020 0:00,24/03/2020 0:00,21,"נת""ע – הרכבת הקלה",2, 24 שעות ברציפות,1
1234,4260,477,בני דן,478,פנקס דוד צבי,10/11/2021 0:00,11/11/2021 0:00,5,ארוע,2,19:30-05:00 מרוץ לילה,1
1235,2217,541,רמברנדט,677,פישמן מימון,08/04/2018 0:00,08/05/2018 0:00,1,שיפור תשתיות מדרכות וכביש,2,09:00-17:00 ,0
1236,2373,203,התערוכה,197,נורדאו,28/06/2018 0:00,29/06/2018 0:00,5,ארוע,2,21:00-05:00 ארוע לילה לבן-חסימה לפי הצורך,1
1237,1228,496,אבן גבירול,191,שלמה המלך,31/10/2015 0:00,31/10/2015 0:00,5,ארוע,2,17:30-00:00 עצרת רבין,1
1238,2898,1322,מקלף מרדכי,445,קפלן אליעזר,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-11:30 ,1
1239,1392,3432,בת עין,3008,ארליך,22/03/2016 0:00,22/03/2016 0:00,24,ארוע פורים,2,08:00-14:00 ארוע פורים - עירוני ז' 22.3.16 משעה 08:00 עד 14:00,0
1240,1637,25,בן יהודה,472,ויצמן,16/11/2016 0:00,16/11/2016 0:00,5,ארוע,2,,0
1241,1433,337,"ח""ן",496,אבן גבירול,11/05/2016 0:00,12/05/2016 0:00,5,ארוע,2,18:30-02:00 ערב יום העצמאות- אירוע עצמאות בכיכר רבין 11.5.16 מ 18:30 עד 02:00,1
1242,1387,3,נחלת בנימין,5,העליה,22/03/2016 0:00,22/03/2016 0:00,24,ארוע פורים,2,08:00-14:00 ארוע פורים- רוגוזין משעה 08:00 עד 14:00,0
1243,1154,2130,שיטרית בכור,496,אבן גבירול,02/10/2015 0:00,02/10/2015 0:00,5,ארוע,2,06:30-13:00 אירוע מסע אופניים,0
1244,260,3199,בת ים,3199,בת ים,03/09/2012 0:00,31/12/2012 0:00,1,שיפור תשתיות מדרכות וכביש,1,,0
1245,4330,930,אינשטיין,1258,פרופס,05/04/2022 0:00,06/04/2022 0:00,4,קרצוף וסלילה,2,21:00-05:00 קרצוף וריבוד - פרויקט מארק שאגל,1
1246,1245,2050,קלוזנר,2224,משל ירוחם,12/11/2015 0:00,12/11/2015 0:00,5,ארוע,2,19:00-21:00 מירוץ האוניברסיטה,1
1247,2876,3886,טאג'יר שמואל וסולטנה,3730,העליה השניה,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-10:00 ,1
1248,2522,0,0,0,0,20/11/2018 0:00,20/11/2018 0:00,5,ארוע,2,19:00-21:00 מרוץ האוניברסיטה,1
1249,103,0,0,0,0,30/10/2011 0:00,30/01/2012 0:00,1,שיפור תשתיות מדרכות וכביש,1,21:00-05:00 חסימה מלאה החל מחצות,1
1250,4500,2106,אשכול לוי,2442,בתיה (לישנסקי),29/05/2023 0:00,31/05/2023 0:00,3,אחר,2,"06:00-06:00 הנפת גשר אינשטיין- חסימת רח' אינשטיין במקטע הנ""ל בשני המסלולים למשך 24 שעות ברצף.",0
1251,1231,191,שלמה המלך,496,אבן גבירול,31/10/2015 0:00,31/10/2015 0:00,5,ארוע,2,17:30-00:00 עצרת רבין,1
1252,1993,478,פנקס דוד צבי,788,שאול המלך,04/11/2017 0:00,04/11/2017 0:00,5,ארוע,2,18:00-00:00 ירוע עצרת רבין 4.11.17  הרחובות ייסגרו לתנועה החל מ 18:00 ויפתחו לתנועה ב 24:00,1
1253,2910,2171,רמבה אייזיק,0,0,29/02/2020 0:00,01/03/2020 0:00,23,ארוע מרתון,2,00:30-05:00 סגירה מרחוב אייזיק רמבה עד נתיבי איילון וגם בכיוון השני מנתיבי איילון עד אייזיק רמבה פירוק גשר זינוק מרתון,1
1254,4430,2051,רוקח ישראל,0,0,15/11/2022 0:00,15/11/2022 0:00,5,ארוע,2,18:30-21:00 חסימה מלאה , מרוץ האוניברסיטה
1255,1349,27,הירקון,100,רופין,01/03/2016 0:00,02/03/2016 0:00,8,פירוק/הצבת עגורן,2,09:00-17:00 ,0
1256,2221,2260,תבין אלי,801,בני אפרים,05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,16:00-19:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת הכבישים ייחסמו לתנועה החל משעה 13:00 עד 19:00.,0
1257,4121,4012,ברכיה,4018,חנוך,21/02/2021 0:00,21/08/2021 0:00,10,שיפור תשתיות,2,19:00-19:00 ,1
1258,2202,507,סנהדרין,800,נמיר מרדכי,19/04/2018 0:00,19/04/2018 0:00,5,ארוע,2,19:00-23:00 19.4.2018 יום חמישי אירוע מצעד האור הכבישים ייחסמו לתנועה החל מ 19:00 עד 23:00.,1
1259,4196,4,אלנבי,3,נחלת בנימין,18/07/2021 0:00,31/08/2021 0:00,20,שינויים גיאומטריים,2,19:00-19:00 שדרת הקריה - סגירת רחוב יהודה הלוי  בקטע אלנבי ועד נחלת בנימין  משני הכיוונים.,1
1260,590,2,הרצל,3,נחלת בנימין,23/02/2014 0:00,24/02/2014 0:00,3,אחר,1,23:55-05:00 הצבת מנוף נייד לצורך הנפת ציוד לבנק לאומי,1
1261,1700,2118,"עגנון ש""י",1258,פרופס,24/02/2017 0:00,24/02/2017 0:00,23,ארוע מרתון,2,04:00-14:00 ,1
1262,2138,193,ארלוזורוב,567,הא באייר,02/03/2018 0:00,02/03/2018 0:00,5,ארוע,2,09:30-18:00 מסיבת רחוב במסגרת אירועי פורים בכיכר המדינה 2.3.18 יום שישי מ 09:30 עד 18:00;  מסיבת פורים בכיכר המדינה 2.3.18 יום שישי הכבישים יחסמו לתנועה החל מ 09:30 בבוקר עד 18:00 בערב.,0
1263,1390,181,החלוצים,2,הרצל,22/03/2016 0:00,22/03/2016 0:00,24,ארוע פורים,2,08:00-14:00 ארוע פורים- רוגוזין 22.3.16 משעה 08:00 עד 14:00,0
1264,1710,788,שאול המלך,330,מאנה,12/03/2017 0:00,16/03/2017 0:00,5,ארוע,1, קידוחי ניסיון בצמוד לאי התנועה,1
1265,220,3735,אביצור שמואל,3004,יפת,09/07/2012 0:00,08/11/2012 0:00,1,שיפור תשתיות מדרכות וכביש,1,,0
