ID,id_rechov,me_k_rechov,me_shem_rechov,ad_k_rechov,ad_shem_rechov,tr_from,tr_to,k_sug,t_sug,k_sgira,shaot,sw_laila
1,4208,985,ברודצקי,2037,קרן היסוד,01/08/2021 0:00,02/12/2021 0:00,10,שיפור תשתיות,2,09:00-17:00 פרויקט מצוות סגירה מלאה בין השעות - עבודה של תאגיד המים,0
2,4468,3489,קויפמן יחזקאל,3730,העליה השניה,24/02/2023 0:00,24/02/2023 0:00,23,ארוע מרתון,2,"04:00-14:00 מרתון ת""א", חסימה מלאה
3,4337,579,מרים החשמונאית,496,אבן גבירול,01/05/2022 0:00,03/05/2022 0:00,21,"נת""ע – הרכבת הקלה",1,19:00-19:00 חסימת רחוב פנקס ממזרח למערב .,1
4,1075,193,ארלוזורוב,71,מרמורק,04/07/2015 0:00,04/07/2015 0:00,5,ארוע,2,20:30-23:59 מחאת פעילים חברתיים נגד מונופול הגז 4.7.15,1
5,1906,193,ארלוזורוב,788,שאול המלך,13/08/2017 0:00,12/10/2017 0:00,4,קרצוף וסלילה,1,21:00-05:00 ,1
6,1499,314,"של""ג",3489,קויפמן יחזקאל,30/06/2016 0:00,01/07/2016 0:00,5,ארוע,2,20:00-05:00 ירועי לילה לבן 30.6.16 רח' יסגרו לתנועה משעה 20:00 עד 05:00 למחרת.,1
7,2263,1257,קרן קיימת לישראל,2100,יוניצ'מן,05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,14:30-19:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת,0
8,2236,406,המלך ג'ורג',343,"תרס""ט",05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,14:30-19:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת הכבישים ייחסמו לתנועה החל משעה 14:30עד 19:00.,0
9,1621,2051,רוקח ישראל,788,שאול המלך,16/11/2016 0:00,16/11/2016 0:00,5,ארוע,2,19:00-00:00 ארוע מרוץ לילה 2016  ביום ד' ה 16.11.16 בין השעות 19:00 ל 00:00.,1
10,1581,409,לבנדה,390,איגר,02/10/2016 0:00,30/11/2016 0:00,1,שיפור תשתיות מדרכות וכביש,2,07:00-22:00 ,1
11,439,4002,גואל,4017,התקוה,06/05/2013 0:00,03/09/2013 0:00,1,שיפור תשתיות מדרכות וכביש,2,,0
12,2431,0,0,0,0,16/09/2018 0:00,18/09/2018 0:00,4,קרצוף וסלילה,1,22:00-05:00 ,1
13,2486,424,מסריק,4,אלנבי,13/11/2018 0:00,13/11/2018 0:00,5,ארוע,2,18:00-00:00 מרוץ לילה,1
14,4388,3367,אליפלט,3489,קויפמן יחזקאל,14/10/2022 0:00,14/10/2022 0:00,5,ארוע,2,,0
15,4387,3000,בן צבי,9550,וולפסון,14/10/2022 0:00,14/10/2022 0:00,5,ארוע,2,"04:30-14:00 אירוע סובב ת""א ", חסימה מלאה בשני הכיוונים
16,522,32,הקונגרס,414,שלמה,11/08/2013 0:00,29/11/2013 0:00,1,שיפור תשתיות מדרכות וכביש,2,07:00-19:00 ,0
17,1247,2224,משל ירוחם,941,לבנון חיים,12/11/2015 0:00,12/11/2015 0:00,4,קרצוף וסלילה,2,19:00-21:00 מירוץ האוניברסיטה,1
18,1926,2106,אשכול לוי,496,אבן גבירול,11/10/2017 0:00,11/10/2017 0:00,5,ארוע,2,"04:00-13:00 אירוע סובב ת""א מסע אופניים 11.10.2017 יום רביעי חוה""מ משעה 04:00 לפנה""ת עד 13:00 בצהריים.",1
19,1948,187,דיזנגוף,204,בן גוריון,31/10/2017 0:00,31/10/2017 0:00,5,ארוע,2,19:00-00:30 אירוע מרוץ לילה 2017 ב- 31.10 יום ג' משעה 19:00 עד 00:30.,1
20,2212,635,לה גוארדיה,54,בגין מנחם,19/04/2018 0:00,19/04/2018 0:00,5,ארוע,2,19:00-23:00 יום חמישי אירוע מצעד האור הכבישים ייחסמו לתנועה החל מ 19:00 עד 23:00.,1
21,1052,3489,קויפמן יחזקאל,314,"של""ג",25/06/2015 0:00,26/06/2015 0:00,5,ארוע,2,21:00-06:00 ארוע לילה לבן.,1
22,4290,99,גורדון יהודה ליב,3489,קויפמן יחזקאל,25/02/2022 0:00,25/02/2022 0:00,23,ארוע מרתון,2,"03:30-14:00 מרוץ ת""א", חסימה לשני הכיוונים
23,108,0,0,0,0,28/08/2011 0:00,28/01/2012 0:00,1,שיפור תשתיות מדרכות וכביש,1,07:00-07:00 נתיב מערבי + מדרכה,0
24,2114,204,בן גוריון,203,התערוכה,23/02/2018 0:00,23/02/2018 0:00,23,ארוע מרתון,2,"04:00-14:00 ארוע מרתון ת""א 23.2.2018 יום שישי הכבישים יחסמו לתנועה החל מ04:00 עד לשעה 14:00",1
25,4501,648,שונצינו,475,המסגר,28/05/2023 0:00,18/06/2023 0:00,10,שיפור תשתיות,2,"07:00-07:00 שדרת הקריה- ביצוע חיבור קו ניקוז מרחוב בן אביגדור לקו ניקוז ברחוב המסגר. ""	הכניסה והיציאה מרחוב בן אביגדור לא תתאפשר דרך רחוב המסגר . ""	הגישה לרחוב בן אביגדור תתאפשר דרך רחוב שונצינו בלבד.",0
26,2900,2106,אשכול לוי,496,אבן גבירול,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-14:00 ,1
27,2753,3240,אד קוץ',3000,בן צבי,18/10/2019 0:00,18/10/2019 0:00,5,ארוע,2,"04:00-13:00 סובב ת""א סובב אופניים",1
28,2336,25,בן יהודה,783,טשרניחובסקי,08/06/2018 0:00,08/06/2018 0:00,5,ארוע,2,08:30-14:00 מצעד הגאווה,0
29,2923,408,צינה דיזנגוף,324,אסתר המלכה,29/03/2020 0:00,31/03/2020 0:00,10,שיפור תשתיות,2,21:00-05:00 ,1
30,4247,191,שלמה המלך,337,"ח""ן",10/11/2021 0:00,11/11/2021 0:00,5,ארוע,2,19:30-01:00 מרוץ לילה,1
31,2143,502,יהודה המכבי,0,0,26/03/2018 0:00,27/03/2018 0:00,4,קרצוף וסלילה,2,21:00-21:00 סגירה מלאה בצד המערבי של הצומת.,1
32,1651,399,מנשה בן ישראל,400,הר ציון,27/11/2016 0:00,27/04/2017 0:00,1,שיפור תשתיות מדרכות וכביש,2,,0
33,999,197,נורדאו,504,צידון,16/05/2015 0:00,16/05/2015 0:00,5,ארוע,2,04:15-13:00 ארוע תריאטלון 16/5; 04:15-13:00 ארוע טריאתלון  יום שבת 16.5.15,1
34,1346,3839,הסוכנות,3489,קויפמן יחזקאל,26/02/2016 0:00,26/02/2016 0:00,23,ארוע מרתון,2,"04:00-14:00 אירוע מרתון ת""א 26.2.16",1
35,2371,2051,רוקח ישראל,27,הירקון,28/06/2018 0:00,29/06/2018 0:00,5,ארוע,2,21:00-05:00 ארוע לילה לבן-חסימה לפי הצורך,1
36,2614,3564,פלורנטין,33,וולפסון,31/03/2019 0:00,17/04/2019 0:00,4,קרצוף וסלילה,2,21:00-05:00 א - ד,1
37,1420,27,הירקון,410,הכובשים,17/04/2016 0:00,28/04/2016 0:00,15,שיקום מדרכה,1,07:00-19:00 ,0
38,892,203,התערוכה,193,ארלוזורוב,27/02/2015 0:00,27/02/2015 0:00,5,ארוע,2,"04:00-13:00 אירוע מרתון ת""א",1
39,931,191,שלמה המלך,496,אבן גבירול,07/03/2015 0:00,07/03/2015 0:00,5,ארוע,2,18:00-00:01 עצרת בכיכר רבין,1
40,4242,547,שטרוק,496,אבן גבירול,10/11/2021 0:00,11/11/2021 0:00,5,ארוע,2,19:30-01:00 מרוץ לילה,1
41,1328,2051,רוקח ישראל,2118,"עגנון ש""י",26/02/2016 0:00,26/02/2016 0:00,23,ארוע מרתון,2,"04:00-14:00 אירוע מרתון ת""א 26.2.16",1
42,353,647,לוחמי גליפולי,644,אלון יגאל,28/01/2013 0:00,29/03/2013 0:00,1,שיפור תשתיות מדרכות וכביש,1,23:00-05:00 ,1
43,2829,145,שבזי,160,באר יעקב,23/01/2020 0:00,30/06/2020 0:00,2,הפרעה לתנועה,2,09:00-17:00 במסגרת פרויקט חלמיש,0
44,2451,3000,בן צבי,3240,אד קוץ',28/09/2018 0:00,28/09/2018 0:00,5,ארוע,2,"04:00-14:00 סובב ת""א", מסע אופניים
45,893,193,ארלוזורוב,27,הירקון,27/02/2015 0:00,27/02/2015 0:00,5,ארוע,2,"04:00-13:00 אירוע מרתון ת""א",1
46,1752,3809,לוי יוסף גונדר,3808,שנקר אריה,26/03/2017 0:00,16/04/2017 0:00,4,קרצוף וסלילה,1,22:00-05:00 מסלול מערבי,1
47,1721,800,נמיר מרדכי,496,אבן גבירול,10/03/2017 0:00,10/03/2017 0:00,5,ארוע,2,10:00-18:00 מסיבת פורים בכיכר המדינה,0
48,1941,3725,היינה היינריך,3311,קבוץ גלויות,11/10/2017 0:00,11/10/2017 0:00,5,ארוע,2,"04:00-13:00 אירוע סובב ת""א מסע אופניים 11.10.2017 יום רביעי חוה""מ משעה 04:00 לפנה""ת עד 13:00 בצהריים.",1
49,2342,496,אבן גבירול,203,התערוכה,08/06/2018 0:00,08/06/2018 0:00,5,ארוע,2,10:30-17:00 מצעד הגאווה,0
50,2845,451,הרב גורן שלמה,2100,יוניצ'מן,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,08:00-11:00 ,0
51,2107,8,רוטשילד,496,אבן גבירול,23/02/2018 0:00,23/02/2018 0:00,23,ארוע מרתון,2,"04:00-14:00 ארוע מרתון ת""א 23.2.2018 יום שישי הכבישים יחסמו לתנועה החל מ04:00 עד לשעה 14:00",1
52,4471,113,הרב קוק,112,גאולה,24/02/2023 0:00,24/02/2023 0:00,23,ארוע מרתון,2,"04:00-14:00 מרתון ת""א ", חסימה מלאה
53,2477,323,ריינס,496,אבן גבירול,03/11/2018 0:00,03/11/2018 0:00,5,ארוע,2,18:00-00:00 עצרת רבין,1
54,1996,472,ויצמן,496,אבן גבירול,04/11/2017 0:00,04/11/2017 0:00,5,ארוע,2,18:00-00:00 ירוע עצרת רבין 4.11.17  הרחובות ייסגרו לתנועה החל מ 18:00 ויפתחו לתנועה ב 24:00,1
55,2892,343,"תרס""ט",496,אבן גבירול,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-11:30 ,1
56,4491,800,נמיר מרדכי,496,אבן גבירול,24/02/2023 0:00,24/02/2023 0:00,23,ארוע מרתון,2,"04:00-14:00 מרתון ת""א", חסימה מלאה
57,1473,197,נורדאו,205,"כ""ג יורדי הסירה",18/06/2016 0:00,18/06/2016 0:00,5,ארוע,2,04:00-13:00 ,1
58,1182,2051,רוקח ישראל,788,שאול המלך,20/10/2015 0:00,21/10/2015 0:00,5,ארוע,2,19:00-00:01 ארוע מרוץ לילה 2015,1
59,2189,337,"ח""ן",496,אבן גבירול,18/04/2018 0:00,19/04/2018 0:00,5,ארוע,2,18:30-02:00 אירוע עצמאות בכיכר רבין 18.4.2018 הרחובות ייסגרו לתנועה החל מ 18:30 עד 02:00,1
60,4319,930,אינשטיין,1258,פרופס,13/03/2022 0:00,16/03/2022 0:00,4,קרצוף וסלילה,2,09:00-17:00 סגירת לוי אשכול  בתאריכים 20-21.3.22 מאינשטיין ועד פרופס. סגירת לוי אשכול מפרופס לאינשטיין ב - 22-23.3.2022,0
61,4333,85,בר כוכבא,353,עין חרוד,10/04/2022 0:00,10/04/2022 0:00,4,קרצוף וסלילה,2,09:00-17:00 קרצוף ריבוד,0
62,2583,0,0,0,0,22/02/2019 0:00,22/02/2019 0:00,5,ארוע,2,14:00-05:00 מרתון סמסונג תל אביב 2019,1
63,1635,25,בן יהודה,496,אבן גבירול,16/11/2016 0:00,16/11/2016 0:00,5,ארוע,2,19:00-00:00 ארוע מרוץ לילה 2016  ביום ד' ה 16.11.16 בין השעות 19:00 ל 00:00.,1
64,1220,424,מסריק,310,מלכי ישראל,31/10/2015 0:00,31/10/2015 0:00,5,ארוע,2,17:30-00:00 עצרת רבין,1
65,4343,3672,חירותנו,3700,גופר,06/06/2022 0:00,31/03/2023 0:00,10,שיפור תשתיות,2,07:00-07:00 חברת חלמיש - סגירת מקטע רחוב הרמטית לחידוש הרחוב,0
66,2727,481,דוד המלך,788,שאול המלך,02/09/2019 0:00,16/09/2019 0:00,4,קרצוף וסלילה,2,00:30-05:00 ,1
67,4169,25,בן יהודה,27,הירקון,25/06/2021 0:00,25/06/2021 0:00,5,ארוע,2,09:00-19:00 אירוע מצעד הגאווה,0
68,1035,496,אבן גבירול,203,התערוכה,12/06/2015 0:00,12/06/2015 0:00,5,ארוע,2,11:00-19:00 מצעד הגאווה 12.6.15,0
69,3036,1033,קרייתי,3671,בר-לב חיים,17/05/2020 0:00,04/02/2021 0:00,19,הנחת קו מים,2,00:30-05:00 ,1
70,559,4,אלנבי,26,בוגרשוב,08/12/2013 0:00,10/12/2013 0:00,4,קרצוף וסלילה,2,22:00-05:00 קרצוף וסלילה בצומת בית לחם וצומת מכבי,1
71,4171,410,הכובשים,27,הירקון,25/06/2021 0:00,25/06/2021 0:00,5,ארוע,2,09:00-19:00 אירוע מצעד הגאווה,0
72,1099,4176,מעפילי אגוז,4146,ששת הימים,21/06/2015 0:00,13/08/2015 0:00,1,שיפור תשתיות מדרכות וכביש,1,22:00-05:00 ,1
73,2287,2291,שאגאל מארק,2290,גלבוע אמיר,13/05/2018 0:00,15/05/2018 0:00,8,פירוק/הצבת עגורן,1,09:00-15:00 ,0
74,4272,4012,ברכיה,4018,חנוך,09/01/2022 0:00,31/01/2022 0:00,10,שיפור תשתיות,2,19:00-19:00 חסימה מלאה,1
75,2667,406,המלך ג'ורג',60,יוחנן הסנדלר,14/06/2019 0:00,14/06/2019 0:00,5,ארוע,2,08:00-19:00 מצעד הגאווה,0
76,757,496,אבן גבירול,203,התערוכה,28/10/2014 0:00,28/10/2014 0:00,5,ארוע,2,17:30-23:30 מרוץ לילה,1
77,2268,3570,אילת,414,שלמה,05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,16:00-19:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת- החל מ 16:00 תחל הסגירה,0
78,4308,2106,אשכול לוי,2040,2040,25/02/2022 0:00,25/02/2022 0:00,23,ארוע מרתון,2,"03:30-14:00 מרתון ת""א",1
79,905,69,החשמונאים,445,קפלן אליעזר,27/02/2015 0:00,27/02/2015 0:00,5,ארוע,2,"04:00-13:00 אירוע מרתון ת""א",1
80,2231,2118,"עגנון ש""י",71,מרמורק,05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,14:30-19:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת הכבישים ייחסמו לתנועה החל משעה 13:00 עד 19:00.,0
81,2713,19,מרכז בעלי מלאכה,21,העבודה,19/08/2019 0:00,19/08/2019 0:00,22,הנפת ציוד,2,09:00-14:00 יום אחד בלבד,0
82,2497,25,בן יהודה,496,אבן גבירול,13/11/2018 0:00,13/11/2018 0:00,0,,0,18:00-00:00 מרוץ לילה,1
83,952,191,שלמה המלך,496,אבן גבירול,15/03/2015 0:00,15/03/2015 0:00,5,ארוע,2,18:00-23:59 אירוע עצרת בכיכר רבין 15.3.15,1
84,2004,191,שלמה המלך,496,אבן גבירול,04/11/2017 0:00,04/11/2017 0:00,5,ארוע,2,18:00-00:00 ירוע עצרת רבין 4.11.17  הרחובות ייסגרו לתנועה החל מ 18:00 ויפתחו לתנועה ב 24:00,1
85,2853,496,אבן גבירול,801,בני אפרים,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-14:00 אירוע מרתון,1
86,1830,192,נצח ישראל,96,פרישמן,27/05/2017 0:00,28/05/2017 0:00,5,ארוע,2,17:30-00:00 עצרת שלום עכשיו,1
87,4266,389,סלומון,386,השרון,09/12/2021 0:00,20/10/2023 0:00,21,"נת""ע – הרכבת הקלה",2,19:00-19:00 חסימה מלאה,1
88,2075,187,דיזנגוף,25,בן יהודה,11/02/2018 0:00,15/02/2018 0:00,8,פירוק/הצבת עגורן,1,20:00-00:30 סגירת 2 נתיבים ממזרח למערב,1
89,4280,54,בגין מנחם,45,לבונטין,30/01/2022 0:00,04/02/2022 0:00,10,שיפור תשתיות,2,19:00-19:00 חסימת רחוב הרכבת למערב לטובת ביצוע מבנה כביש, מליל ראשון עד יום שישי
90,4179,3730,העליה השניה,3489,קויפמן יחזקאל,25/06/2021 0:00,25/06/2021 0:00,5,ארוע,2,09:00-19:00 ,0
91,2588,4,אלנבי,71,מרמורק,22/02/2019 0:00,22/02/2019 0:00,5,ארוע,2,05:00-14:00 מרתון סמסונג תל אביב 2019,1
92,2840,545,אנטוקולסקי,193,ארלוזורוב,17/02/2020 0:00,20/02/2020 0:00,10,שיפור תשתיות,2,22:00-05:00 ,1
93,2112,0,0,0,0,23/02/2018 0:00,23/02/2018 0:00,23,ארוע מרתון,2,"04:00-14:00 ארוע מרתון ת""א 23.2.2018 יום שישי הכבישים יחסמו לתנועה החל מ04:00 עד לשעה 14:00",1
94,1432,472,ויצמן,496,אבן גבירול,11/05/2016 0:00,12/05/2016 0:00,5,ארוע,2,18:30-02:00 ערב יום העצמאות- אירוע עצמאות בכיכר רבין 11.5.16 מ 18:30 עד 02:00,1
95,1341,27,הירקון,3489,קויפמן יחזקאל,26/02/2016 0:00,26/02/2016 0:00,23,ארוע מרתון,2,"04:00-14:00 אירוע מרתון ת""א 26.2.16",1
96,4205,438,סעדיה גאון,54,בגין מנחם,25/07/2021 0:00,02/09/2021 0:00,0,,0,19:00-19:00 סגירת הרחוב לטובת עבודות שד' הקריה,1
97,2043,0,0,0,0,05/12/2017 0:00,31/12/2017 0:00,0,,0,,0
98,4419,310,מלכי ישראל,424,מסריק,02/11/2022 0:00,03/11/2022 0:00,5,ארוע,2,19:00-01:00 מרוץ לילה , חסימה מלאה בשני הכיוונים .
99,1855,25,בן יהודה,27,הירקון,09/06/2017 0:00,09/06/2017 0:00,5,ארוע,2,09:30-16:00 מצעד הגאווה,0
100,1786,472,ויצמן,496,אבן גבירול,30/04/2017 0:00,30/04/2017 0:00,5,ארוע,2,18:30-23:30 ערב יום הזיכרון - שרים בכיכר,1
101,1642,801,בני אפרים,496,אבן גבירול,16/11/2016 0:00,16/11/2016 0:00,5,ארוע,2,,0
102,1682,805,שלונסקי אברהם,0,0,01/02/2017 0:00,01/03/2017 0:00,17,שיפור מערכת תאורה,1,,0
103,4234,477,בני דן,478,פנקס דוד צבי,10/11/2021 0:00,11/11/2021 0:00,5,ארוע,2,19:30-01:00 מרוץ לילה- חסימה בשני המסלולים,1
104,483,579,מרים החשמונאית,510,מרשל לואי,05/08/2013 0:00,06/08/2013 0:00,2,הפרעה לתנועה,2,09:00-15:00 חסימת רחוב עקב יציקות,0
105,4172,27,הירקון,200,הרברט סמואל,25/06/2021 0:00,25/06/2021 0:00,5,ארוע,2,09:00-19:00 אירוע מצעד הגאווה,0
106,2099,3489,קויפמן יחזקאל,3840,מרזוק ועזר,23/02/2018 0:00,23/02/2018 0:00,23,ארוע מרתון,2,"04:00-14:00 ארוע מרתון ת""א 23.2.2018 יום שישי הכבישים יחסמו לתנועה החל מ04:00 עד לשעה 14:00",1
107,1192,496,אבן גבירול,193,ארלוזורוב,20/10/2015 0:00,21/10/2015 0:00,5,ארוע,2,19:00-00:01 ארוע מרוץ לילה 2015,1
108,2061,314,"של""ג",117,נחמיה,28/01/2018 0:00,31/01/2018 0:00,2,הפרעה לתנועה,2,22:00-05:00 פינוי פרגולות מחוף ירושלים,1
109,1219,496,אבן גבירול,472,ויצמן,31/10/2015 0:00,31/10/2015 0:00,5,ארוע,2,17:30-00:00 עצרת רבין,1
110,1562,6,יהודה הלוי,60,יוחנן הסנדלר,14/08/2016 0:00,16/08/2016 0:00,12,גיזום עצים,2,09:00-13:00 ,0
111,514,241,טהון יהושע,242,יפה נוף,09/09/2013 0:00,15/10/2013 0:00,1,שיפור תשתיות מדרכות וכביש,1,09:00-17:00 ,0
112,2096,314,"של""ג",3809,לוי יוסף גונדר,23/02/2018 0:00,23/02/2018 0:00,23,ארוע מרתון,2,"04:00-14:00 ארוע מרתון ת""א 23.2.2018 יום שישי הכבישים יחסמו לתנועה החל מ04:00 עד לשעה 14:00",1
113,2823,0,0,0,0,10/11/2019 0:00,19/12/2019 0:00,4,קרצוף וסלילה,2, במסגרת פרויקט שביל אופניים-סובב בלומפילד,1
114,1205,496,אבן גבירול,800,נמיר מרדכי,20/10/2015 0:00,21/10/2015 0:00,5,ארוע,2,19:00-00:01 ארוע מרוץ לילה 2015,1
115,1652,4012,ברכיה,460,ההגנה,06/11/2016 0:00,14/01/2017 0:00,1,שיפור תשתיות מדרכות וכביש,2,,0
116,2447,2,הרצל,414,שלמה,28/09/2018 0:00,28/09/2018 0:00,5,ארוע,2,"04:00-14:00 סובב ת""א", מסע אופניים
117,996,730,השלום,759,דם המכבים,04/05/2015 0:00,20/08/2015 0:00,1,שיפור תשתיות מדרכות וכביש,1,,0
118,2631,191,שלמה המלך,496,אבן גבירול,07/05/2019 0:00,09/05/2019 0:00,5,ארוע,2,"18:30-02:00 ערב יום הזכרון ""שרים בכיכר"" וערב העצמאות בכיכר רבין",1
119,1393,3883,3883,3007,שבטי ישראל,22/03/2016 0:00,22/03/2016 0:00,24,ארוע פורים,2,08:00-14:00 ארוע פורים - עירוני ז'  22.3.16 משעה 08:00 עד 14:00,0
120,4085,194,ז'בוטינסקי,1117,כהנשטם,16/11/2020 0:00,18/11/2020 0:00,4,קרצוף וסלילה,2,09:00-17:00 ,0
121,1874,0,0,0,0,04/06/2017 0:00,27/07/2017 0:00,1,שיפור תשתיות מדרכות וכביש,2,09:00-17:00 ,0
122,2757,358,בר אילן,69,החשמונאים,29/10/2019 0:00,05/11/2019 0:00,25,הריסת בנין ,2,09:00-15:00 ,0
123,2448,414,שלמה,2,הרצל,28/09/2018 0:00,28/09/2018 0:00,5,ארוע,2,"04:00-14:00 סובב ת""א", מסע אופניים
124,896,3489,קויפמן יחזקאל,3840,מרזוק ועזר,27/02/2015 0:00,27/02/2015 0:00,5,ארוע,2,"04:00-13:00 אירוע מרתון ת""א; 04:00-13:00 אירוע מרתון ת""א",1
125,4150,2,הרצל,3374,אברבנאל,30/05/2021 0:00,30/06/2021 0:00,2,הפרעה לתנועה,2,15:00-23:00 ,1
126,1588,187,דיזנגוף,2051,רוקח ישראל,21/10/2016 0:00,21/10/2016 0:00,5,ארוע,2,"04:00-13:00 אירוע סובב ת""א", מסע אופניים ב 21.10.16 יום שישי מ 04:00 עד 13:00
127,2357,193,ארלוזורוב,788,שאול המלך,28/06/2018 0:00,29/06/2018 0:00,5,ארוע,2,21:00-05:00 ארוע לילה לבן-חסימה לפי הצורך,1
128,2721,800,נמיר מרדכי,2106,אשכול לוי,02/09/2019 0:00,26/09/2019 0:00,4,קרצוף וסלילה,2,23:00-05:00 ,1
129,1760,414,שלמה,3570,אילת,05/04/2017 0:00,05/04/2017 0:00,3,אחר,2,18:00-23:00 מירוץ נשים,1
130,4474,4,אלנבי,71,מרמורק,24/02/2023 0:00,24/02/2023 0:00,23,ארוע מרתון,2,"04:00-14:00 מרתון ת""א ", חסימה מלאה
131,4274,3114,נבטים,3121,שריד,09/01/2022 0:00,30/06/2022 0:00,10,שיפור תשתיות,2,07:00-07:00 פרויקט מנדס פרנס של חלמיש בסגירה מלאה 24/7 -,0
132,1594,3570,אילת,3708,הלר חיים,21/10/2016 0:00,21/10/2016 0:00,5,ארוע,2,"04:00-13:00 אירוע סובב ת""א", מסע אופניים ב 21.10.16 יום שישי מ 04:00 עד 13:00
133,4499,24,הס,111,יונה הנביא,01/05/2023 0:00,03/05/2023 0:00,21,"נת""ע – הרכבת הקלה",2,09:00-18:00 57 שעות עבודה ברצף- לבאים מכיוון מערב, לא תתאפשר הנסיעה ישר מרחוב יונה הנביא לרחוב הס. הגישה לרחוב הס תתאפשר לדיירות ולדיירי הרחוב בלבד
134,1410,200,הרברט סמואל,3570,אילת,13/04/2016 0:00,13/04/2016 0:00,5,ארוע,2,18:00-23:00 ארוע מרוץ נשים 13.4.16 משעה 18:00 עד 23:00,1
135,1862,496,אבן גבירול,0,0,09/06/2017 0:00,09/06/2017 0:00,5,ארוע,2,09:30-16:00 מצעד הגאווה - תיחסם התנועה לכיוון מערב,0
136,927,424,מסריק,337,"ח""ן",07/03/2015 0:00,07/03/2015 0:00,5,ארוע,2,18:00-00:01 עצרת בכיכר רבין; 18:00-00:01 עצרת בכיכר רבין,1
137,4317,799,תובל,730,השלום,07/03/2022 0:00,08/03/2022 0:00,6,יציקות בטון,2,16:00-05:00 יציקת בטו , חסימת הרחוב משעה 16:00 עד 05:00 למשך 3 ימים
138,898,0,0,0,0,27/02/2015 0:00,27/02/2015 0:00,5,ארוע,2,,0
139,1631,496,אבן גבירול,472,ויצמן,16/11/2016 0:00,16/11/2016 0:00,5,ארוע,2,19:00-00:00 ארוע מרוץ לילה 2016  ביום ד' ה 16.11.16 בין השעות 19:00 ל 00:00.,1
140,2131,478,פנקס דוד צבי,567,הא באייר,02/03/2018 0:00,02/03/2018 0:00,5,ארוע,2,09:30-18:00 מסיבת רחוב במסגרת אירועי פורים בכיכר המדינה 2.3.18 יום שישי מ 09:30 עד 18:00;  מסיבת פורים בכיכר המדינה 2.3.18 יום שישי הכבישים יחסמו לתנועה החל מ 09:30 בבוקר עד 18:00 בערב.,0
141,2735,1257,קרן קיימת לישראל,2051,רוקח ישראל,18/10/2019 0:00,18/10/2019 0:00,5,ארוע,2,04:00-13:00 סובב תל אביב מסע אופניים,1
142,2506,472,ויצמן,496,אבן גבירול,13/11/2018 0:00,13/11/2018 0:00,5,ארוע,2,18:00-00:00 מרוץ לילה,1
143,1596,2,הרצל,414,שלמה,21/10/2016 0:00,21/10/2016 0:00,5,ארוע,2,"04:00-13:00 אירוע סובב ת""א", מסע אופניים ב 21.10.16 יום שישי מ 04:00 עד 13:00
144,4212,1229,ארניה אוסוולדו,0,0,14/08/2021 0:00,29/08/2021 0:00,10,שיפור תשתיות,2,19:00-19:00 שדרת הקריה - חסימה מלאה לטובת ביצוע תשתיות,1
145,4238,472,ויצמן,496,אבן גבירול,10/11/2021 0:00,11/11/2021 0:00,5,ארוע,2,19:30-01:00 מרוץ לילה,1
146,992,496,אבן גבירול,472,ויצמן,30/04/2015 0:00,30/04/2015 0:00,5,ארוע,2,16:30-19:30 תהלוכת 1 במאי של דרור ישראל.,0
147,2005,193,ארלוזורוב,496,אבן גבירול,04/11/2017 0:00,04/11/2017 0:00,5,ארוע,2,18:00-00:00 ירוע עצרת רבין 4.11.17  הרחובות ייסגרו לתנועה החל מ 18:00 ויפתחו לתנועה ב 24:00,1
148,231,193,ארלוזורוב,488,ילין דוד,18/07/2012 0:00,18/11/2012 0:00,1,שיפור תשתיות מדרכות וכביש,1, הכביש חד סיטרי מצפון לדרום,1
149,286,27,הירקון,96,פרישמן,11/11/2012 0:00,12/11/2012 0:00,3,אחר,2,09:00-16:00 פנוי פסולת בכביש השרות,0
150,2070,193,ארלוזורוב,291,לסל,04/02/2018 0:00,04/03/2018 0:00,1,שיפור תשתיות מדרכות וכביש,2,09:00-17:00 א - ה,0
151,2271,3570,אילת,3809,לוי יוסף גונדר,05/05/2018 0:00,05/05/2018 0:00,5,ארוע,2,06:00-19:00 הסגירה תחל מ 06:00 אירוע ג'ירו איטליה 5.5.2018 יום שבת,0
152,1854,496,אבן גבירול,8,רוטשילד,09/06/2017 0:00,09/06/2017 0:00,5,ארוע,2,09:30-16:00 מצעד הגאווה,0
153,2895,1229,ארניה אוסוולדו,659,מנדלר אלברט אברהם אל,28/02/2020 0:00,28/02/2020 0:00,23,ארוע מרתון,2,04:00-11:30 ,1
